Iteration, Input-matrix-size, Best-size-produced-by-the-hillClimbing-algorithm, Best-size-produced-by-the-simmulatedAnnealing-algorithm, Total-runtime-by-the-hillClimbing-algorithm, Total-runtime-by-the-simmulatedAnnealing-algorithm, Absolute-Difference-in-total-runtimes-by-both-algorithms
71, 810000, 1278, 1386, 0.305, 37.381, 37.076
72, 810000, 1353, 1257, 0.246, 34.938, 34.692
73, 810000, 1353, 1434, 0.295, 1.822, 1.527
74, 810000, 1353, 1257, 0.251, 34.39, 34.139
75, 810000, 1278, 1272, 0.242, 35.599, 35.357
76, 810000, 1359, 1257, 0.353, 34.608, 34.255
77, 810000, 1278, 1386, 0.251, 37.171, 36.92
78, 810000, 1278, 1257, 0.246, 35.504, 35.258
79, 810000, 1359, 1272, 0.367, 36.644, 36.277
80, 810000, 1278, 1257, 0.265, 39.142, 38.877
81, 810000, 1359, 1386, 0.393, 38.981, 38.588
82, 810000, 1323, 1386, 0.249, 37.218, 36.969
83, 810000, 1323, 1308, 0.273, 36.163, 35.89
84, 810000, 1278, 1386, 0.282, 38.327, 38.045
85, 810000, 1434, 1356, 0.341, 36.361, 36.02
86, 810000, 1353, 1341, 0.29, 36.971, 36.681
87, 810000, 1278, 1356, 0.244, 36.342, 36.098
88, 810000, 1278, 1308, 0.247, 35.465, 35.218
89, 810000, 1434, 1257, 0.334, 34.948, 34.614
90, 810000, 1359, 1272, 0.364, 35.976, 35.612
91, 810000, 1323, 1272, 0.283, 37.007, 36.724
92, 810000, 1353, 1341, 0.277, 37.064, 36.787
93, 810000, 1353, 1257, 0.251, 34.431, 34.18
94, 810000, 1359, 1434, 0.324, 1.996, 1.672
95, 810000, 1278, 1386, 0.299, 37.925, 37.626
96, 810000, 1359, 1386, 0.354, 36.914, 36.56
97, 810000, 1359, 1386, 0.315, 36.848, 36.533
98, 810000, 1278, 1434, 0.242, 1.788, 1.546
99, 810000, 1353, 1434, 0.249, 1.789, 1.54
100, 810000, 1359, 1308, 0.321, 36.254, 35.933
